review_ID,review_text,review_rating,review_datetime_utc,review_likes
31,,4,11/1/2020 12:12,0
32,,3,10/31/2020 16:16,0
33,,5,10/21/2020 21:50,0
34,Still getting use to them.,2,10/14/2020 16:42,0
35,"I have rheumatoid arthritis (RA)  and I work full time as a nurse practitioner. I am on my feet a lot, and i thought that the good feet store would be my solution. I was so desperate that I was willing to pay for good orthotics. After visiting the good feet store, I purchased the 3-step system which to my disbelief cost me $1687, for 3 orthotics! But again, I was desperate so so did it. A few days later, I saw my rheumatologist who did an x-ray of my feet. The foot pain I was experiencing was actually not from my arches, it was from my RA. My doctor changed around my medications and also increased some of the doses, which provided me full relief in only a few days. I called the good feet store exactly 2 weeks after purchasing this system (also, I have not yet wore the orthotics, not even once), and I asked for a refund since my rheumatologist figured out the problem. I was told that there are no refunds but that he would reach out to his authorities and would get back to me later that day, or the following day at the latest. That was 3 days ago and I still have not heard back. Since I spent an obscene amount of money  and since I never wore the orthotics and have found a solution from my rheumatologist, I would like a full refund. I will update my review once I hear back from the good feet store. But I am hoping that there customer service will do the right thing and refund me in full since it’s only been 2 weeks and the orthotics have NEVER been worn. I will update later after hearing back, which hopefully will be soon.",1,9/11/2020 22:39,3
36,"Very helpful. Immediate relief, improved more each day. A bit expensive but well worth it. Highly recommend.",5,9/11/2020 15:45,0
37,I like the service and the patience of the gentleman who provided us service!But after buying some arch support and cushion i didn't feel satisfied!I can't understand why they are way too overpriced and the ridicule is i can't return them!That is not fair!Now should i be a repentant person all over the time to go over there and buy from them!!!I really felt sad!,2,8/17/2020 16:32,0
38,"I have a high arch, their insoles caused my ankles to roll causing extreme outside wear on shoes and more feet problems",2,8/16/2020 13:18,0
39,I want ALL my money back !!,1,6/25/2020 21:12,0
40,,5,6/15/2020 20:02,0
41,,3,6/4/2020 1:09,0
42,,5,5/31/2020 22:30,0
43,,5,3/28/2020 10:28,0
44,These arch supports caused me to tear something behind the knee. I was unable to stand for 5 minutes over 2 weeks and now I'm needing to see a specialist. Beware it's not all smiles and roses. I returned these arch supports,1,3/17/2020 2:47,3
45,,5,3/14/2020 19:02,0
46,,5,1/15/2020 15:25,0
47,"My experience at the store was good. My joints feel better. BUT.... When I got my credit card statement, not so much. I feel I was cheated. We had agreed on a cost of 369 dollars (still overpriced plastic but I agreed). When i got my I was charged additional fees that I did not catch, which I was given the impression were included in our agreed upon fee. I really feel like it was done on purpose by the gentleman who sold them.
Who pays 1200 for plastic orthotics and felt insoles and velcro buttons.
Not a good experience and I can't return the items. I feel cheated.",1,1/7/2020 23:41,2
48,,5,1/7/2020 22:24,0
49,"Im a firefighter and for a part time job i work in retail. Constantly being on my feet for years took a toll on my back,knees and feet. Ive been with the Good Feet store for over 5 years now and it has help me a great. They are really knowledgeable and friendly.",5,12/23/2019 23:26,0
50,,5,11/26/2019 14:09,0
51,,4,11/25/2019 22:17,0
52,"When I went into the good feet store I could hardly walk without pain in both my feet. I had no idea what was going on with my feet. I had purchased new boots thinking my old boots were the problem.They did not help and I was still hobbling around at work. I went to the Good feet store and bought the best arch supports they sell.In two days of using them I was pain free.That was Four years ago, and I wear them everyday and I am still pain free. If you’re feet hurt get a pair they really work. You will be HAPPY!!!!",5,10/31/2019 0:34,1
53,,1,10/15/2019 16:44,0
54,,4,10/9/2019 22:03,0
55,The representative was courteous as well as knowledgeable and  eager to provide the help I needed. I was very pleased with the service I received.,5,10/9/2019 2:56,0
56,Good knowledge and customer service.,4,10/8/2019 14:33,0
57,,3,10/7/2019 22:17,0
58,"I cannot thank you enough for helping me finally having  complete relief from my foot pain.
My new arch supports are truly amazing.
Thank you, thank you, thank  you.",5,9/29/2019 1:08,0
59,They are helping but I think to soon to say yet. Still healing.,3,9/26/2019 22:53,0
60,"I am loving my Arch supports! My feet, hips, and back have been hurting for so long and these arches are helping my body readjust to normal again. I was not a fan of the prices really, but for good health it was worth the cost",4,9/26/2019 21:45,0
61,,5,9/24/2019 22:09,0
62,,4,9/17/2019 22:28,0
63,"The Good Feet store has given me a new lease on life. My back was in pain all the time! Within a week of buying the insoles, I have been pain free and it has been over two years.",5,9/17/2019 18:15,0
64,Im not happy with the $100 arches i got they are not helping me at all i would like to get a refund,5,9/17/2019 18:10,0
65,,5,9/11/2019 23:01,0
66,"I purchased the arch supports in June and have have used them daily for 2.5 months. First and most importantly they work and my pain has been significantly reduced or eliminated given the day. I am active playing tennis and bike riding weekly and the pain I was regularly experiencing has disappeared!

I must comment on the less than professional sales experience at the Milwaukee location. It was rushed, the sales person (Patrick) was annoyed at my very basic questions and he avoided all questioning regarding the Life Time Service Plan (LTSP). A plan that I received a half page sheet on the benefits only after I asked for 3 different times. It does not say what is covered - I have been back to the store on two different occasions to have pads replaced that had fallen off the arches only to be told that is normal and the LTSP doesn’t cover that item? What does it cover because nothing is listed on the half page sheet.

Given the price of the arch support system (over $625) I would expect a better in-store and after service sales experience.",3,9/3/2019 13:18,0
67,,5,8/21/2019 21:58,0
68,Wonderful service and warranty.  Really help and worth it,4,7/31/2019 3:11,0
69,My wife and I both purchased Good Feet from Nancy. We were very pleased with the results. Today during the heat wave my wife noticed she has lost her left Good Feet at one of the garden show homes. She was distraught at the thought of having to replace it at a high cost. Thank goodness Patrick was nice enough to replace it at no cost. The humidity had made the sticky pad slide off. Would suggest using a better pad. Thanks Patrick for handling the situation in a timely manner. Would not like to go one day without the Good Feet!!!,5,7/21/2019 0:49,1
70,Great place and very helpful and knowledgeable staff.  I like my good feet inserts a lot!  My feet feel better already.  I recommend this store and these products without reservation.,5,7/17/2019 21:11,0
71,I just can't find the words on how the Good feet store saved my feet my posture my back my legs they gave me my happiness back Thank you Good feet store,5,7/17/2019 16:11,0
72,I had planar fasciitis and got Good Feet arch supports 2 1/2 years ago.  Within a few weeks the pain in my feet and legs was gone.  I wear the arch supports daily and and very happy with them.,5,6/27/2019 21:23,0
73,,2,6/24/2019 20:46,0
74,,5,6/24/2019 20:22,0
75,I have flat feet and they have made a world of difference in my walking and just standing for long periods of time. I can't say enough good things of how it has helped me feel more comfortable in whatever shoes I'm wearing.,5,6/20/2019 16:16,0
76,,5,5/23/2019 19:04,0
77,It was barely able to put pressure on my feet they hurt so bad. My husband convinced me to go to the Good Feet store as he is at inserts over  9 years. 95% of my pain was relieved. When I want that for a checkup I was given a different set of inserts and my pain went away.,5,5/21/2019 18:03,0
78,"Can't believe they charged for a replacement set. When I purchased them years ago, they were guaranteed and replacement for free for life. Total misuse of an advertising scheme...",1,5/21/2019 12:35,1
79,Buyer beware when I first purchased my orthotics from Good Feet they told me they were a lifetime warranty just come in and exchange no problems now they tacked on a ridiculous shipping and handling charges of $25 per pair so much for lifetime guarantee their Orthotics are very expensive.. the only reason I purchased them was because of the lifetime warranty now they're screwing me out of $25 a pair my advice go somewhere else you can have pairs custom made at a chiropractor or find someone online it'll be a lot cheaper for you in a long run I'm stuck paying a $25 the rest of my life you shouldn't have to be,2,5/18/2019 11:25,1
80,I learned a lot about what kind of shoes I should not wear. I also learned it takes awhile for my shoes and arch supports to kick in (so to speak). I am very happy with my shoes and supports Thankyou for your help :),5,5/8/2019 15:05,0
81,I am so glad I found the Good Feet store  I always wear my supports. They are a Godsend,5,5/6/2019 23:02,0
82,Have been wearing my arch supports for over a week now.  Still up for hours at night with tremendous pain.  Hoping it just takes some time for me to get used to them.  Was pretty surprised by the hefty price tag.  Still skeptical.,3,4/22/2019 17:43,0
83,"Super over priced and only so so results. My suggestion is just buy a decent pair of shoes from the start. Very high pressure, commission driven blood thirsty vultures. I'm glad I didn't pay for my pair. I just tried them on, distracted the sales clerk and high tailed it out the store. Thanks good feet store. Hee hee!!!",2,4/13/2019 13:19,4
84,Very quick response to my worn out 12 year old arch supports. I now have new arch supports and no more heel pain.,5,4/9/2019 17:44,0
85,"It came to that time where my feet were starting to hurt. It was uncomfortable to walk and even sit comfortably in the car, so my husband suggested The Good Feet Store. I'm soo happy he did. Patrick made sure I got the right inserts and I left there every satisfied. Thank you Good Feet Store 😊",5,4/8/2019 18:52,0
86,"I've had my shoes  13 months now and they have worn well. When I bought them, it was the first time I ever bought shoes and have them fit perfectly. Yes, $170 is a lot to pay, but I think my comfort is worth it. Thank you.",5,3/24/2019 15:36,0
87,"The place to go if you have plantar fasciitis. Feet were killing me, better in less than a week!",5,3/18/2019 21:38,0
88,Good Feet came highly recommended by my colleague. I booked an appointment at the Wauwatosa Branch. Patrick was our point of contact. He evaluated my son’s feet and provided us with the right arch for his flat feet. He was knowledgeable professional and answered all of our questions. The only issue is that he went over things very fast. Obviously he is an expert on his area but it would be nice to slow down when advising new patients and explaining the options they had. The other thing is that he recommended buying the warranty but I had to ask a few times to provide me with a warranty brochure which they did not have. Any warranty must have a brochure that states clearly what it covers. He seemed annoyed by my questioning and then gave me a piece of paper with one paragraph stating general terms of the warranty (after I bought it). It did not instill confidence and I did not like the way we were being rushed.Hopefully we paid for the exact things that he claimed.,3,3/18/2019 16:24,1
89,Fantastic help from Patrick Mallon- he is outstanding!!!,5,3/14/2019 16:01,0
90,,4,2/18/2019 22:55,0
91,The staff was very courteous and professional.,4,2/16/2019 15:59,0
92,The people at Good Feet are always kind and caring when it comes to your feet!,5,2/11/2019 17:04,0
93,"The salesperson was very nice and helpful but these supports are extremely expensive! I was totally unprepared for the pricing. 1000.00 for supports seems a lot to me. I  did purchase the most inexpensive supports which were 99.00. However I'm sure a pair of Dr. Scholl's purchased at Walgreens would be about as much help as these. If you are well off, I'm sure the Good feet store can help you out but it's not for the average person like me.☹",3,1/21/2019 17:24,0
94,"YOU WILL BE SCAMMED! They will try and get you in and out before you even know what hit you. They act like they just custom made some inserts in back for you without you even asking them to so you feel obligated to buy them $10 inserts for hundreds of dollars, HUNDREDS! And $25 a year on top of it if you want to come back for replacements under ""warranty""",1,1/20/2019 19:23,1
95,,5,1/7/2019 1:34,0
96,My foot discomfort has improved greatly. I was surprised at the expense.,4,1/2/2019 14:27,0
97,"The arch support system that The Good Feet Store has developed has been a life saver for me!  Earlier this year I began experiencing major foot pains due to Plantar Fascitis.  Within a few days of using the arch supports l, my pain subsided and have been able to resume normal activities without issues.",5,12/18/2018 16:58,0
98,Nancy from Good Feet Milwaukee helped me with my arch supports.  I was having daily back pain that would get worse the farther I walked.  My back is doing much better now that I have Good Feet orthotics.  I don't have to worry if I am going to be able to make it back home when I walk my dog and can walk as far as I want.  A real life saver!,5,8/30/2018 0:00,0
99,Visited the Creve Coeur store and Jessica helped us.  She was amazing help with orthotics and insoles.  Her customer service was impeccable.  I would recommend this store and her if you need help when you are having a problem with your feet and shoes.,5,6/29/2018 2:26,0
100,"Kim is determined to get me well.  She checked in on me, and made the adjustments needed.  Always feel well taken care of.",5,6/28/2018 21:05,0
101,"Visited the store and tried on a couple inserts. They felt okay for the few minutes I was in them. The salesman seemed cool at first but, then the sales pitch of the salesman changed after I told him I needed to think about the purchase and do a little research after he told me the price. It's not like these inserts are a couple dollars, they are upwards of a couple hundred dollars. The cheap advertising they show is not for the average person that comes in the store. I'm pretty sure that's a surprise to many people that are not looking to spend a couple hundred dollars on shoe inserts. When your making a big purchase that doesn't have 100% guarantee or have a no refund policy, thats definitely something to think about first to ensure this purchase will resolve your issue. Continuous adjustments to the inserts after the purchase doesn't correct the original issue, seems to be masking it hoping your feet will get use to the adjustment. After the salesman seen that I was undecided, his demeanor changed and he kind of rushed me along and made me feel bad for not making the purchase. Very pricey and gives a sales pitch of a car salesman. For that reason I will not come back here. I rather walk on my aching feet.",1,5/3/2018 16:37,3
102,"I whet there today wirhout a clue if their inserts could help with the pain in the bottom of my foot. Oh my God, what did the saleman Mike put in my shoe...instantly my back pressure was relief and my foot was screaning....THANK YOU. I tell y'all no money in the world should ever be an issue when it comes to improving the quality of your life...best money I ever spent, oh yes I'm worth it. All day I've been happy and pain FREE. I never thought in my wildest dreams that the arch in my foot had such an impact on my back. I'm urging anyone who is suffering with flat feet, sore back or stiff toes to get to the store ASAP. God Bless...I'm a happy woman tonight and before I to lay my head on my pillow and go to sleep...I'm thanking God for my miracle...I'm FREE",5,4/10/2018 3:51,0
103,I just went to this store yesterday with heel pain. 900 dollars later I am trying to find a way out of this stupid decision. The sale was rushed and I feel totally conned. Buyer beware.,1,3/30/2018 13:38,1
104,"Worst decision and waste of money I have ever spent. The pain and suffering continued, got even worse after a year. The insoles do not fit in every shoe (like they say) so I went to the New Balance store as the last resort, bought a pair of shoes for $100 and haven't had any foot, back or knee pain since. Don't get trapped in their persuading ways, because you'll get a crappy quality product, and you'll end up spending way more than you bargained for. Not worth it.",1,1/16/2018 21:15,1
105,"Shared on this page a month ago that I was charged for replacements that were supposed to be free.  They contacted me and asked what they could do to make things right!  Really, wasn’t I clear by saying that you shouldn’t have charged me because the original contract was free.  I sent them this request and never heard back and now I see that my review has conveniently disappeared!!!  Hmmmmm",1,10/5/2017 1:44,3
106,"I have been using these inserts for 15 years. Had foot pain,and lower back trouble. I have had no back problems since I started using these. I know when they need replacing when my feet start hurting. I have gone through numerous sets. Worth the money. My only complaint is I have to drive 60 miles now to get them replaced. I first bought them in Madison.",5,11/26/2016 4:00,1
107,"I came into the Good Feet Store 5 weeks ago because I had severe foot and heal pain. While everyone here was so nice and friendly, Filly went out of her way to help me get fitted into the supports that helped me, but the first pair wasn't strong enough for my left foot (the right foot was feeling better though) so I came back and she immediately knew I needed a stronger support. So far the stronger supports are working good. Filly also called a couple of times and checked on my progress.This store has fantastic customer service!",5,11/5/2016 14:52,2
108,"I have used Alzners for years which have helped my plantar fasciitis tremendously.  I also where Relaxers in my slippers in the house.  Recently had a project causing me to stand on concrete every day for 3 weeks and some pain came back (if I weren't wearing GF orthotics I could have never even considered doing this project).  Visited Mike Lequia and he recommended a pair of Maintainers, which I bought and they solved the problem almost immediately.  I switch between the Alzners and Maintainers for such heavy ""on my feet"" activities and the problem is solved.  Thanks Mike.  Mike M.",5,11/4/2016 17:17,0
109,,5,7/16/2016 20:45,0
110,"This is my 5 year anniversary of walking into the good feet store.  I was just talking with a friend about foot pain and told him it was the best money I have spent. Yes, it was 4 times the cost that I had in my head walking in to the store but 5 years later I have been pain free and never think about my feet.  That's RIGHT......not the first thing I think about getting out of bed..........the second thing I think about walking down the hall.........or the dreaded walk to the office after sitting in a car for 30 minutes.  Nope, 5 years and they never cross my mind.  At 36 now I felt I was too young to have foot pain 5 years ago, after the GOOD FEET Store I was right.  If you are thinking about checking these inserts out I can't tell you enough that you will be extremely satisfied down the road. I had 75% less pain after 1 week and was pain free after 2 weeks.  Save up a little longer because in this case you get what you pay for!  Top quality and Top service!  Instead of walking on broken glass I again walk with purpose, thanks GOOD FEET STORE!",5,6/17/2016 11:47,2
111,"I've been wearing the Good Feet inserts for at least 5 years, and love them. I recently went to the store to pick up a couple of foot pads that go over my inserts and was introduced to the Brooks Shoes. I've ran in one of the most recent 1/2 marathons in Milwaukee and I was looking to replace my running shoes. I was very glad I did because they are very comfortable and work well with my inserts. Of course good inserts ..good shoes....Good Feet!",5,7/27/2015 18:00,0
112,Recently purchased some new inserts from the Good Feet store in West Allis. I have been wearing them for years but needed a different one for the pain I was having. I have been working with Dan at the West Allis location and he rocks. I have had to come back a few times to adjust the the insert. Dan has been nothing but wonderful. It is people like Dan that give customer service a great name.,5,7/10/2015 16:21,0
113,"Stopped in to see Patrick to get insole cushions 05/06/2015. Bought arch supports that cured my plantar fasciitis in the late 1990's with phenomenal relief the very first week, something not achieved with custom orthotic from Orthopedist! Still wear everyday orthotics for flat feet and say ""Ah..."" every time I walk. Thanks for your quality product and continued support after all these years.",5,5/7/2015 17:14,0
114,The product is good but their sales approach is similar to buying a car.   You don't get to the bottom line until the very end even though I asked several times.   They try to oversell to get you to buy the priciest package and when you tell them you are going to think about the purchase and leave the store they suddenly come up with a less expensive (still pricey) option.   I would prefer they be upfront in the beginning rather than lead you on during the process of trying on the inserts.,3,5/2/2015 11:23,3
115,"Very Expensive, 1 Set of supports/insoles $380. It's not really a scam, but way over priced.
Should've known when the Rep/Salesman avoided telling me the price till the end,and the ALL SALES ARE FINAL was  on the bill.",2,11/18/2014 12:47,0
116,"Great experience today. Salesperson very informative and kind. Signs for financing were the first clue it would be expensive.  As the salesman first started to talk to me I asked about starting costs.  he said we would get to that.  After about 10 minutes, and we were getting to wrap things up, he then told us the total cost which was about $1000.  Husband was shocked as he heard radio ads starting at $79.00.  Quickly the salesperson said they had something for those situations.  Well...now they had other inserts starting around 79.  These don't have a lifetime warranty, but can be traded toward a purchase of the upgraded inserts.  Still left paying over $200.  good news is that my feet already felt better when I walk.",1,5/31/2014 17:38,2
117,Ask price up front.  The (almost $900) surprise at the register was way more than I expected!  No return policy once you have paid.,3,11/19/2013 22:21,0
118,Staff welcomed me and seemed to be very knowledgeable about my heel and hip pain. since wearing the good feet arch supports my hip pain has been considerably less and my feet and heels are feeling better. I had no idea that my hip pain was related to my feet. Thanks,5,10/22/2013 22:30,0
119,"My visit to the Good Feet Store in Milwaukee was very good. Mike was very helpful, explaining how the inserts will help my overall posture and assist in limiting my foot and back pain. In just two weeks, I feel so much better. Thanks for overall great service and great product!",5,10/12/2013 13:33,0
120,"I'm having both knees replaced in November, so I was interested in shoes that would aid in my recovery. I also have problem feet, so wanted to look into solutions for that as well. Found both and am extremely pleased at this point. Pricey...yes, but so far seems to be well worth the expense.",5,10/4/2013 14:27,0
121,"I had a great experience! Purchased 2 sets of supports to help my bad plantar fasciitis. My symptoms were terrible while 7 months pregnant and they worked tremendously to stop the pain. I am continuing to wear them now that baby is born and I swear they have cured my foot pain and leg cramps!

Although I wasn't thrilled about the price tag, I am reassured that they have a lifetime warranty... and the results were worth it. Other supports were not cutting it.",5,10/3/2013 20:52,0
